epoch,loss,bce,sep,val_balanced_accuracy,val_anomaly_recall,val_normal_fpr,val_auroc,val_event_top3_recall
66,0.024779503098591327,0.024560793335924015,0.00218709803046333,1.0,1.0,0.0,1.0,1.0
67,0.03026694558533169,0.029933258490368295,0.0033368682777802166,0.96875,0.9375,0.0,0.99609375,1.0
68,0.02618618471013916,0.025941754510574094,0.002444299645770758,0.96875,0.9375,0.0,1.0,1.0
69,0.0254037877853302,0.025133192694910406,0.0027059517602169222,0.96875,0.9375,0.0,1.0,1.0
70,0.027489647586745294,0.02725243657054803,0.0023721085587688202,0.96875,0.9375,0.0,1.0,1.0
71,0.025286457733368385,0.02501055924099759,0.002758987808039972,0.96875,0.9375,0.0,1.0,1.0
72,0.025029704117597164,0.024703439327536502,0.003262646720171548,0.96875,0.9375,0.0,0.99609375,1.0
73,0.026215749392220815,0.026076138070035542,0.0013961142642990119,0.96875,0.9375,0.0,1.0,1.0
74,0.024459478186062453,0.024208905474100446,0.0025057296286552,0.96875,0.9375,0.0,0.99609375,1.0
75,0.02400546500840309,0.023774574022297257,0.002308910609209923,0.96875,0.9375,0.0,0.99609375,1.0
76,0.024707250049992274,0.02445789246141774,0.0024935767963085768,0.96875,0.9375,0.0,0.99609375,1.0
77,0.022371081549062075,0.02207919343421887,0.002918882611357457,0.96875,0.9375,0.0,0.99609375,1.0
78,0.022547473629506733,0.02225336665104443,0.0029410723583785806,0.96875,0.9375,0.0,0.99609375,1.0
79,0.06385736421387239,0.06342236552317464,0.004349995935270628,0.9375,0.9375,0.0625,0.9921875,1.0
80,0.02706211036514048,0.02623521364876069,0.00826896667656313,0.9375,0.9375,0.0625,0.99609375,1.0
