epoch,loss,bce,sep,val_balanced_accuracy,val_anomaly_recall,val_normal_fpr,val_auroc,val_event_top3_recall
35,0.07038386362780641,0.07009619574707288,0.002876692163347677,0.78125,0.9375,0.375,0.96484375,1.0
36,0.07491796283976182,0.07460577007695719,0.003121940187875416,0.9375,0.9375,0.0625,0.9609375,1.0
37,0.05759690983963388,0.057241631854143174,0.0035527752748189066,0.9375,0.9375,0.0625,0.9453125,1.0
38,0.0986589590035431,0.09827103397411692,0.003879256999133142,0.9375,0.9375,0.0625,0.9609375,1.0
39,0.03129975253494678,0.03093017555669054,0.0036957761210916966,0.8125,0.9375,0.3125,0.97265625,1.0
40,0.05247715854092495,0.05212594463222927,0.0035121389339072303,0.8125,0.9375,0.3125,0.97265625,1.0
41,0.03629332348391726,0.035940153563356066,0.0035316976979114377,0.9375,0.9375,0.0625,0.96875,1.0
42,0.035259346633993244,0.03488914921254545,0.003701979590749199,0.9375,0.9375,0.0625,0.953125,1.0
43,0.07063958065753634,0.07025821537586983,0.003813642537924689,0.9375,0.9375,0.0625,0.9609375,1.0
44,0.04021433829427599,0.039838582694113674,0.0037575576672577984,0.875,0.9375,0.1875,0.9765625,1.0
45,0.03308747187777833,0.03273652635931552,0.0035094533512902842,0.8125,0.9375,0.3125,0.9765625,1.0
46,0.06886153328037085,0.06852751172805478,0.0033402202611828185,0.875,0.9375,0.1875,0.9765625,1.0
47,0.046596010638908905,0.046254318923904345,0.00341690394057,0.9375,0.9375,0.0625,0.96875,1.0
48,0.041055277302548605,0.04068637185997063,0.003689047812086927,0.9375,0.9375,0.0625,0.96875,1.0
49,0.02679827022594172,0.02639638460599459,0.00401885334037609,0.78125,0.9375,0.375,0.96484375,1.0
50,0.12294454687320581,0.1225049144790306,0.004396336029407444,0.96875,0.9375,0.0,0.97265625,1.0
51,0.11387131565048561,0.11339784130922981,0.004734720634231409,0.96875,0.9375,0.0,0.96875,1.0
52,0.05747428662436721,0.05706168944667374,0.0041259714578102515,0.9375,0.9375,0.0625,0.9765625,1.0
53,0.030591630422464617,0.030245614609309843,0.0034601606226728095,0.90625,0.9375,0.125,0.97265625,1.0
54,0.039387978574300146,0.03906937125236629,0.003186069026758725,0.875,0.9375,0.1875,0.97265625,1.0
55,0.04482222914734816,0.04450016394192418,0.0032206501232108454,0.90625,0.9375,0.125,0.97265625,1.0
56,0.02852680007894556,0.028182486033106184,0.0034431377181561884,0.9375,0.9375,0.0625,0.9765625,1.0
57,0.023688138671010942,0.02330494298228434,0.0038319514328418497,0.9375,0.9375,0.0625,0.97265625,1.0
58,0.050545705068804375,0.05012017903015851,0.004255264567641111,0.9375,0.9375,0.0625,0.9765625,1.0
59,0.037151086267891466,0.0367176232638059,0.004334621229111314,0.90625,0.9375,0.125,0.9765625,1.0
