epoch,loss,bce,sep,val_balanced_accuracy,val_anomaly_recall,val_normal_fpr,val_auroc,val_event_top3_recall
60,0.018143396150529175,0.017656294471043704,0.004871020178225907,0.90625,0.9375,0.125,0.95703125,1.0
61,0.0275209549345545,0.02704402584895179,0.004769296017377735,0.90625,0.9375,0.125,0.9609375,1.0
62,0.027576071294871243,0.027101280545438085,0.004747906615110961,0.9375,0.9375,0.0625,0.95703125,1.0
63,0.02349588475059848,0.023025520385236486,0.004703644327689093,0.90625,0.9375,0.125,0.9609375,1.0
64,0.030084955958662542,0.02961877817646242,0.004661775995176155,0.9375,0.9375,0.0625,0.95703125,1.0
65,0.026650763058162236,0.02618328466282024,0.004674783595218942,0.9375,0.9375,0.0625,0.953125,1.0
66,0.025323413651097904,0.02485867850221954,0.004647354813540107,0.9375,0.9375,0.0625,0.953125,1.0
67,0.02037867675763327,0.019918257513871558,0.004604192606948472,0.9375,0.9375,0.0625,0.953125,1.0
68,0.020211098702637466,0.019744464306981412,0.004666345272135068,0.9375,0.9375,0.0625,0.953125,1.0
69,0.02751413685875339,0.0270463509576304,0.00467785784544853,0.90625,0.9375,0.125,0.9609375,1.0
70,0.02133806861963097,0.02087171930637393,0.004663484942793221,0.9375,0.9375,0.0625,0.953125,1.0
71,0.016555681824684143,0.01608154107165243,0.0047414067943769315,0.9375,0.9375,0.0625,0.95703125,1.0
72,0.021561320591066684,0.02107727903240992,0.004840412411604311,0.9375,0.9375,0.0625,0.953125,1.0
73,0.031485259428724544,0.03099601773115305,0.004892426419195595,0.9375,0.9375,0.0625,0.953125,1.0
74,0.03320371039159648,0.03270836716348475,0.004953427683119174,0.9375,0.9375,0.0625,0.953125,1.0
75,0.0182340874538555,0.017741527147851623,0.004925600454940663,0.875,0.9375,0.1875,0.96484375,1.0
76,0.03277409396792104,0.03229270599639186,0.0048138711575444765,0.8125,0.9375,0.3125,0.96484375,1.0
77,0.04376978492950435,0.0432943563283115,0.004754278411554707,0.875,0.9375,0.1875,0.9609375,1.0
78,0.03143322271770322,0.030953708124327493,0.00479514316258418,0.9375,0.9375,0.0625,0.9609375,1.0
79,0.021545507658559542,0.021054361844305078,0.004911460128931941,0.9375,0.9375,0.0625,0.9609375,1.0
80,0.01736445298053689,0.01685987691186577,0.0050457681405481755,0.9375,0.9375,0.0625,0.953125,1.0
